,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2644515,Arunachal Pradesh,2020-08-04,-63.0,-14.0,-11.0,-25.0,-16.0,10.0
2644516,Arunachal Pradesh,2020-08-05,-59.0,-20.0,-16.0,-20.0,-13.0,9.0
2644517,Arunachal Pradesh,2020-08-06,-61.0,-18.0,-14.0,-22.0,-15.0,9.0
2644518,Arunachal Pradesh,2020-08-07,-54.0,-18.0,-10.0,-21.0,-7.0,6.0
2644519,Arunachal Pradesh,2020-08-08,-54.0,-8.0,-15.0,-26.0,-5.0,8.0
2644520,Arunachal Pradesh,2020-08-09,-62.0,-39.0,-19.0,-32.0,0.0,10.0
2644521,Arunachal Pradesh,2020-08-10,-54.0,-16.0,-13.0,-20.0,-8.0,8.0
2644522,Arunachal Pradesh,2020-08-11,-55.0,2.0,-10.0,-17.0,-8.0,7.0
2644523,Arunachal Pradesh,2020-08-12,-52.0,-7.0,-11.0,-19.0,-9.0,6.0
2644524,Arunachal Pradesh,2020-08-13,-55.0,-2.0,-12.0,-14.0,-11.0,6.0
2644525,Arunachal Pradesh,2020-08-14,-52.0,-5.0,-11.0,-19.0,-5.0,6.0
2644526,Arunachal Pradesh,2020-08-15,-59.0,-14.0,-10.0,-30.0,-8.0,8.0
2644527,Arunachal Pradesh,2020-08-16,-63.0,-30.0,-17.0,-28.0,0.0,7.0
2644528,Arunachal Pradesh,2020-08-17,,,-9.0,,-4.0,6.0
2644529,Arunachal Pradesh,2020-08-18,,,-5.0,,-6.0,4.0
2644530,Arunachal Pradesh,2020-08-19,,,-6.0,,-5.0,4.0
2644531,Arunachal Pradesh,2020-08-20,-55.0,,-9.0,,-10.0,4.0
2644532,Arunachal Pradesh,2020-08-21,,,-10.0,,-5.0,3.0
2644533,Arunachal Pradesh,2020-08-22,-51.0,,-10.0,,-3.0,5.0
2644534,Arunachal Pradesh,2020-08-23,-61.0,,-14.0,,-1.0,6.0
2644535,Arunachal Pradesh,2020-08-24,,,-6.0,,-4.0,4.0
2644536,Arunachal Pradesh,2020-08-25,,,-5.0,,-7.0,5.0
2644537,Arunachal Pradesh,2020-08-26,,,-7.0,,-5.0,4.0
2644538,Arunachal Pradesh,2020-08-27,,,-10.0,,-8.0,3.0
2644539,Arunachal Pradesh,2020-08-28,,,-4.0,,-2.0,4.0
2644540,Arunachal Pradesh,2020-08-29,-49.0,,-10.0,,0.0,5.0
2644541,Arunachal Pradesh,2020-08-30,-60.0,,-14.0,,-2.0,7.0
2644542,Arunachal Pradesh,2020-08-31,,,-3.0,,-2.0,4.0
2644543,Arunachal Pradesh,2020-09-01,,,-2.0,,-7.0,4.0
2644544,Arunachal Pradesh,2020-09-02,,,1.0,,-5.0,3.0
2644545,Arunachal Pradesh,2020-09-03,,,-4.0,,-9.0,4.0
2644546,Arunachal Pradesh,2020-09-04,,,-4.0,,-4.0,6.0
2644547,Arunachal Pradesh,2020-09-05,-46.0,,-8.0,,-3.0,8.0
2644548,Arunachal Pradesh,2020-09-06,,,-12.0,,-4.0,10.0
2644549,Arunachal Pradesh,2020-09-07,,,-3.0,,-5.0,7.0
2644550,Arunachal Pradesh,2020-09-08,,,-1.0,,-4.0,5.0
2644551,Arunachal Pradesh,2020-09-09,,,-2.0,,-4.0,5.0
2644552,Arunachal Pradesh,2020-09-10,,,-8.0,,-14.0,6.0
2644553,Arunachal Pradesh,2020-09-11,-39.0,-13.0,16.0,-35.0,-3.0,6.0
2644554,Arunachal Pradesh,2020-09-12,-41.0,-24.0,3.0,-38.0,-13.0,8.0
2644555,Arunachal Pradesh,2020-09-13,-45.0,-31.0,3.0,-35.0,-11.0,9.0
2644556,Arunachal Pradesh,2020-09-14,-42.0,-25.0,7.0,-33.0,-9.0,8.0
2644557,Arunachal Pradesh,2020-09-15,-40.0,-15.0,11.0,-27.0,-9.0,7.0
2644558,Arunachal Pradesh,2020-09-16,-41.0,-20.0,9.0,-26.0,-10.0,7.0
2644559,Arunachal Pradesh,2020-09-17,-44.0,-25.0,6.0,-40.0,-20.0,9.0
2644560,Arunachal Pradesh,2020-09-18,-40.0,-12.0,10.0,-39.0,-6.0,9.0
2644561,Arunachal Pradesh,2020-09-19,-39.0,-11.0,9.0,-41.0,-8.0,10.0
2644562,Arunachal Pradesh,2020-09-20,-47.0,-29.0,6.0,-43.0,-10.0,10.0
2644563,Arunachal Pradesh,2020-09-21,-41.0,-9.0,16.0,-34.0,-8.0,8.0
2644564,Arunachal Pradesh,2020-09-22,-47.0,-10.0,11.0,-38.0,-16.0,11.0
2644565,Arunachal Pradesh,2020-09-23,-47.0,-10.0,14.0,-33.0,-16.0,11.0
2644566,Arunachal Pradesh,2020-09-24,-52.0,-8.0,8.0,-37.0,-22.0,14.0
2644567,Arunachal Pradesh,2020-09-25,-51.0,-16.0,6.0,-39.0,-13.0,14.0
2644568,Arunachal Pradesh,2020-09-26,-50.0,-11.0,12.0,-42.0,-13.0,14.0
2644569,Arunachal Pradesh,2020-09-27,-56.0,-30.0,10.0,-37.0,-16.0,15.0
2644570,Arunachal Pradesh,2020-09-28,-49.0,-10.0,16.0,-36.0,-13.0,13.0
2644571,Arunachal Pradesh,2020-09-29,-50.0,-4.0,17.0,-35.0,-17.0,11.0
2644572,Arunachal Pradesh,2020-09-30,-52.0,-11.0,7.0,-35.0,-22.0,7.0
2644573,Arunachal Pradesh,2020-10-01,-55.0,-10.0,-6.0,-37.0,-31.0,1.0
2644574,Arunachal Pradesh,2020-10-02,-50.0,-4.0,-3.0,-38.0,-38.0,2.0
2644575,Arunachal Pradesh,2020-10-03,-48.0,4.0,-9.0,-38.0,-27.0,2.0
2644576,Arunachal Pradesh,2020-10-04,-54.0,-14.0,-7.0,-39.0,-32.0,3.0
2644577,Arunachal Pradesh,2020-10-05,-47.0,-3.0,-2.0,-32.0,-27.0,0.0
2644578,Arunachal Pradesh,2020-10-06,-49.0,2.0,-5.0,-34.0,-28.0,1.0
2644579,Arunachal Pradesh,2020-10-07,-47.0,6.0,4.0,-22.0,-21.0,-1.0
2644580,Arunachal Pradesh,2020-10-08,-45.0,5.0,6.0,-23.0,-22.0,1.0
2644581,Arunachal Pradesh,2020-10-09,-43.0,0.0,9.0,-26.0,-13.0,5.0
2644582,Arunachal Pradesh,2020-10-10,-47.0,-4.0,6.0,-29.0,-19.0,6.0
2644583,Arunachal Pradesh,2020-10-11,-51.0,-17.0,5.0,-29.0,-20.0,6.0
2644584,Arunachal Pradesh,2020-10-12,-45.0,-7.0,14.0,-19.0,-16.0,5.0
2644585,Arunachal Pradesh,2020-10-13,-43.0,6.0,15.0,-19.0,-19.0,5.0
2644586,Arunachal Pradesh,2020-10-14,-42.0,-8.0,13.0,-11.0,-15.0,4.0
2644587,Arunachal Pradesh,2020-10-15,-43.0,-2.0,8.0,-13.0,-21.0,6.0
2644588,Arunachal Pradesh,2020-10-16,-41.0,-4.0,11.0,-17.0,-12.0,9.0
2644589,Arunachal Pradesh,2020-10-17,-46.0,-6.0,7.0,-23.0,-18.0,10.0
2644590,Arunachal Pradesh,2020-10-18,-49.0,-25.0,6.0,-25.0,-21.0,11.0
2644591,Arunachal Pradesh,2020-10-19,-43.0,-13.0,18.0,-11.0,-15.0,9.0
2644592,Arunachal Pradesh,2020-10-20,-43.0,2.0,14.0,-14.0,-18.0,9.0
2644593,Arunachal Pradesh,2020-10-21,-41.0,-6.0,9.0,-12.0,-17.0,6.0
2644594,Arunachal Pradesh,2020-10-22,-38.0,4.0,6.0,-10.0,-24.0,1.0
2644595,Arunachal Pradesh,2020-10-23,-47.0,-15.0,-4.0,-30.0,-33.0,5.0
2644596,Arunachal Pradesh,2020-10-24,-50.0,-10.0,-5.0,-31.0,-30.0,7.0
2644597,Arunachal Pradesh,2020-10-25,-47.0,-16.0,7.0,-16.0,-25.0,3.0
2644598,Arunachal Pradesh,2020-10-26,-46.0,-11.0,13.0,-11.0,-25.0,2.0
2644599,Arunachal Pradesh,2020-10-27,-40.0,3.0,12.0,-12.0,-21.0,1.0
2644600,Arunachal Pradesh,2020-10-28,-41.0,-5.0,6.0,-12.0,-19.0,3.0
2644601,Arunachal Pradesh,2020-10-29,-42.0,0.0,0.0,-16.0,-23.0,3.0
2644602,Arunachal Pradesh,2020-10-30,-42.0,0.0,3.0,-25.0,-17.0,3.0
2644603,Arunachal Pradesh,2020-10-31,-43.0,-2.0,1.0,-30.0,-19.0,3.0
2644604,Arunachal Pradesh,2020-11-01,-50.0,-26.0,3.0,-50.0,-22.0,-1.0
2644605,Arunachal Pradesh,2020-11-02,-38.0,-3.0,16.0,-17.0,-19.0,1.0
2644606,Arunachal Pradesh,2020-11-03,-37.0,14.0,12.0,-14.0,-19.0,2.0
2644607,Arunachal Pradesh,2020-11-04,-38.0,6.0,11.0,-19.0,-19.0,1.0
2644608,Arunachal Pradesh,2020-11-05,-40.0,3.0,11.0,-22.0,-23.0,1.0
2644609,Arunachal Pradesh,2020-11-06,-39.0,0.0,12.0,-27.0,-15.0,2.0
2644610,Arunachal Pradesh,2020-11-07,-40.0,1.0,9.0,-30.0,-20.0,3.0
2644611,Arunachal Pradesh,2020-11-08,-46.0,-18.0,8.0,-29.0,-24.0,4.0
2644612,Arunachal Pradesh,2020-11-09,-41.0,-6.0,13.0,-19.0,-18.0,3.0
2644613,Arunachal Pradesh,2020-11-10,-42.0,4.0,12.0,-23.0,-19.0,2.0
2644614,Arunachal Pradesh,2020-11-11,-43.0,-2.0,11.0,-30.0,-19.0,2.0
2644615,Arunachal Pradesh,2020-11-12,-39.0,4.0,8.0,-28.0,-22.0,1.0
2644616,Arunachal Pradesh,2020-11-13,-35.0,14.0,11.0,-32.0,-15.0,2.0
2644617,Arunachal Pradesh,2020-11-14,-42.0,9.0,11.0,-35.0,-29.0,4.0
2644618,Arunachal Pradesh,2020-11-15,-49.0,-24.0,7.0,-36.0,-27.0,3.0
2644619,Arunachal Pradesh,2020-11-16,-45.0,-12.0,14.0,-32.0,-21.0,3.0
2644620,Arunachal Pradesh,2020-11-17,-43.0,-7.0,10.0,-30.0,-21.0,2.0
2644621,Arunachal Pradesh,2020-11-18,-42.0,-4.0,14.0,-26.0,-18.0,1.0
2644622,Arunachal Pradesh,2020-11-19,-40.0,-3.0,9.0,-26.0,-22.0,2.0
2644623,Arunachal Pradesh,2020-11-20,-43.0,-9.0,13.0,-32.0,-15.0,2.0
2644624,Arunachal Pradesh,2020-11-21,-41.0,-6.0,12.0,-38.0,-18.0,3.0
2644625,Arunachal Pradesh,2020-11-22,-46.0,-27.0,10.0,-40.0,-25.0,3.0
2644626,Arunachal Pradesh,2020-11-23,-44.0,-12.0,17.0,-28.0,-17.0,2.0
2644627,Arunachal Pradesh,2020-11-24,-41.0,-1.0,20.0,-27.0,-18.0,2.0
2644628,Arunachal Pradesh,2020-11-25,-40.0,-8.0,16.0,-26.0,-16.0,2.0
2644629,Arunachal Pradesh,2020-11-26,-39.0,-4.0,11.0,-26.0,-21.0,2.0
2644630,Arunachal Pradesh,2020-11-27,-39.0,-4.0,16.0,-32.0,-11.0,2.0
2644631,Arunachal Pradesh,2020-11-28,-38.0,-7.0,12.0,-35.0,-17.0,3.0
2644632,Arunachal Pradesh,2020-11-29,-44.0,-22.0,11.0,-40.0,-22.0,3.0
2644633,Arunachal Pradesh,2020-11-30,-42.0,-24.0,15.0,-37.0,-35.0,3.0
2644634,Arunachal Pradesh,2020-12-01,-42.0,-6.0,15.0,-36.0,-34.0,4.0
2644635,Arunachal Pradesh,2020-12-02,-37.0,4.0,18.0,-25.0,-13.0,0.0
2644636,Arunachal Pradesh,2020-12-03,-36.0,3.0,13.0,-31.0,-17.0,2.0
2644637,Arunachal Pradesh,2020-12-04,-35.0,3.0,15.0,-29.0,-9.0,2.0
2644638,Arunachal Pradesh,2020-12-05,-34.0,1.0,13.0,-38.0,-14.0,3.0
2644639,Arunachal Pradesh,2020-12-06,-38.0,-12.0,11.0,-38.0,-20.0,3.0
2644640,Arunachal Pradesh,2020-12-07,-38.0,-7.0,19.0,-33.0,-13.0,2.0
2644641,Arunachal Pradesh,2020-12-08,-40.0,1.0,18.0,-36.0,-14.0,3.0
2644642,Arunachal Pradesh,2020-12-09,-38.0,0.0,26.0,-27.0,-11.0,3.0
2644643,Arunachal Pradesh,2020-12-10,-37.0,5.0,28.0,-24.0,-16.0,6.0
2644644,Arunachal Pradesh,2020-12-11,-36.0,12.0,31.0,-24.0,-8.0,7.0
2644645,Arunachal Pradesh,2020-12-12,-38.0,4.0,28.0,-31.0,-18.0,8.0
2644646,Arunachal Pradesh,2020-12-13,-38.0,-10.0,33.0,-25.0,-18.0,7.0
2644647,Arunachal Pradesh,2020-12-14,-36.0,-3.0,31.0,-21.0,-12.0,7.0
2644648,Arunachal Pradesh,2020-12-15,-31.0,14.0,35.0,-10.0,-13.0,6.0
2644649,Arunachal Pradesh,2020-12-16,-31.0,12.0,33.0,-15.0,-11.0,7.0
2644650,Arunachal Pradesh,2020-12-17,-34.0,14.0,22.0,-17.0,-18.0,8.0
2644651,Arunachal Pradesh,2020-12-18,-30.0,11.0,27.0,-18.0,-8.0,8.0
2644652,Arunachal Pradesh,2020-12-19,-30.0,19.0,27.0,-25.0,-11.0,7.0
2644653,Arunachal Pradesh,2020-12-20,-36.0,2.0,25.0,-29.0,-22.0,6.0
2644654,Arunachal Pradesh,2020-12-21,-41.0,0.0,17.0,-33.0,-29.0,7.0
2644655,Arunachal Pradesh,2020-12-22,-68.0,-51.0,12.0,-56.0,-53.0,12.0
2644656,Arunachal Pradesh,2020-12-23,-34.0,20.0,24.0,-29.0,-23.0,6.0
2644657,Arunachal Pradesh,2020-12-24,-30.0,23.0,22.0,-26.0,-27.0,6.0
2644658,Arunachal Pradesh,2020-12-25,-37.0,1.0,30.0,-38.0,-36.0,9.0
2644659,Arunachal Pradesh,2020-12-26,-49.0,-15.0,24.0,-43.0,-26.0,11.0
2644660,Arunachal Pradesh,2020-12-27,-35.0,3.0,32.0,-32.0,-21.0,8.0
2644661,Arunachal Pradesh,2020-12-28,-32.0,11.0,35.0,-30.0,-19.0,7.0
2644662,Arunachal Pradesh,2020-12-29,-29.0,22.0,35.0,-20.0,-22.0,8.0
2644663,Arunachal Pradesh,2020-12-30,-26.0,33.0,37.0,-19.0,-20.0,6.0
2644664,Arunachal Pradesh,2020-12-31,-20.0,50.0,33.0,-10.0,-32.0,4.0
2644665,Arunachal Pradesh,2021-01-01,-57.0,-35.0,40.0,-45.0,-48.0,7.0
2644666,Arunachal Pradesh,2021-01-02,-35.0,13.0,27.0,-37.0,-22.0,8.0
2644667,Arunachal Pradesh,2021-01-03,-34.0,0.0,38.0,-32.0,-20.0,6.0
2644668,Arunachal Pradesh,2021-01-04,-32.0,6.0,33.0,-24.0,-15.0,7.0
2644669,Arunachal Pradesh,2021-01-05,-29.0,27.0,36.0,-18.0,-15.0,6.0
2644670,Arunachal Pradesh,2021-01-06,-25.0,25.0,34.0,-32.0,-12.0,6.0
2644671,Arunachal Pradesh,2021-01-07,-26.0,23.0,27.0,-34.0,-16.0,7.0
2644672,Arunachal Pradesh,2021-01-08,-24.0,22.0,34.0,-37.0,-8.0,6.0
2644673,Arunachal Pradesh,2021-01-09,-33.0,11.0,30.0,-40.0,-20.0,6.0
2644674,Arunachal Pradesh,2021-01-10,-34.0,1.0,36.0,-38.0,-20.0,5.0
2644675,Arunachal Pradesh,2021-01-11,-28.0,6.0,36.0,-35.0,-12.0,8.0
2644676,Arunachal Pradesh,2021-01-12,-30.0,12.0,37.0,-34.0,-15.0,8.0
2644677,Arunachal Pradesh,2021-01-13,-30.0,13.0,32.0,-37.0,-15.0,5.0
2644678,Arunachal Pradesh,2021-01-14,-39.0,-1.0,24.0,-32.0,-40.0,8.0
2644679,Arunachal Pradesh,2021-01-15,-34.0,3.0,27.0,-30.0,-17.0,5.0
2644680,Arunachal Pradesh,2021-01-16,-38.0,3.0,18.0,-35.0,-22.0,7.0
2644681,Arunachal Pradesh,2021-01-17,-37.0,-2.0,24.0,-37.0,-25.0,5.0
2644682,Arunachal Pradesh,2021-01-18,-34.0,-6.0,28.0,-27.0,-17.0,6.0
2644683,Arunachal Pradesh,2021-01-19,-35.0,4.0,24.0,-24.0,-18.0,8.0
2644684,Arunachal Pradesh,2021-01-20,-39.0,-4.0,16.0,-27.0,-20.0,10.0
2644685,Arunachal Pradesh,2021-01-21,-33.0,9.0,19.0,-16.0,-19.0,8.0
2644686,Arunachal Pradesh,2021-01-22,-30.0,5.0,26.0,-24.0,-9.0,7.0
2644687,Arunachal Pradesh,2021-01-23,-34.0,14.0,24.0,-30.0,-16.0,8.0
2644688,Arunachal Pradesh,2021-01-24,-35.0,5.0,26.0,-31.0,-21.0,7.0
2644689,Arunachal Pradesh,2021-01-25,-31.0,8.0,28.0,-23.0,-11.0,8.0
2644690,Arunachal Pradesh,2021-01-26,-41.0,5.0,44.0,-33.0,-38.0,10.0
2644691,Arunachal Pradesh,2021-01-27,-31.0,15.0,27.0,-17.0,-10.0,7.0
2644692,Arunachal Pradesh,2021-01-28,-32.0,15.0,21.0,-20.0,-17.0,7.0
2644693,Arunachal Pradesh,2021-01-29,-32.0,14.0,24.0,-23.0,-10.0,5.0
2644694,Arunachal Pradesh,2021-01-30,-31.0,17.0,19.0,-12.0,-18.0,3.0
2644695,Arunachal Pradesh,2021-01-31,-35.0,16.0,20.0,-24.0,-26.0,3.0
2644696,Arunachal Pradesh,2021-02-01,-34.0,7.0,23.0,-20.0,-18.0,3.0
2644697,Arunachal Pradesh,2021-02-02,-31.0,30.0,21.0,-12.0,-18.0,2.0
2644698,Arunachal Pradesh,2021-02-03,-34.0,20.0,14.0,-11.0,-17.0,2.0
2644699,Arunachal Pradesh,2021-02-04,-38.0,12.0,6.0,-11.0,-23.0,2.0
2644700,Arunachal Pradesh,2021-02-05,-35.0,23.0,10.0,-13.0,-16.0,2.0
2644701,Arunachal Pradesh,2021-02-06,-36.0,17.0,10.0,-17.0,-21.0,2.0
2644702,Arunachal Pradesh,2021-02-07,-35.0,10.0,16.0,-18.0,-29.0,2.0
2644703,Arunachal Pradesh,2021-02-08,-35.0,10.0,11.0,-9.0,-19.0,2.0
2644704,Arunachal Pradesh,2021-02-09,-35.0,12.0,11.0,-15.0,-21.0,2.0
2644705,Arunachal Pradesh,2021-02-10,-34.0,11.0,12.0,-3.0,-20.0,0.0
2644706,Arunachal Pradesh,2021-02-11,-33.0,9.0,7.0,-12.0,-24.0,2.0
2644707,Arunachal Pradesh,2021-02-12,-33.0,8.0,7.0,-12.0,-19.0,2.0
2644708,Arunachal Pradesh,2021-02-13,-34.0,9.0,7.0,-16.0,-29.0,3.0
2644709,Arunachal Pradesh,2021-02-14,-28.0,11.0,12.0,-14.0,-31.0,2.0
2644710,Arunachal Pradesh,2021-02-15,-35.0,-4.0,8.0,-15.0,-24.0,3.0
2644711,Arunachal Pradesh,2021-02-16,-35.0,15.0,10.0,-12.0,-25.0,3.0
2644712,Arunachal Pradesh,2021-02-17,-35.0,10.0,6.0,-14.0,-22.0,3.0
2644713,Arunachal Pradesh,2021-02-18,-36.0,10.0,1.0,-14.0,-24.0,3.0
2644714,Arunachal Pradesh,2021-02-19,-34.0,12.0,6.0,-18.0,-17.0,3.0
2644715,Arunachal Pradesh,2021-02-20,-36.0,8.0,19.0,-24.0,-32.0,5.0
2644716,Arunachal Pradesh,2021-02-21,-36.0,6.0,7.0,-33.0,-30.0,5.0
2644717,Arunachal Pradesh,2021-02-22,-37.0,0.0,8.0,-18.0,-20.0,3.0
2644718,Arunachal Pradesh,2021-02-23,-36.0,17.0,8.0,-18.0,-21.0,4.0
2644719,Arunachal Pradesh,2021-02-24,-36.0,11.0,5.0,-11.0,-19.0,4.0
2644720,Arunachal Pradesh,2021-02-25,-35.0,10.0,2.0,-14.0,-24.0,3.0
2644721,Arunachal Pradesh,2021-02-26,-38.0,10.0,5.0,-23.0,-30.0,5.0
2644722,Arunachal Pradesh,2021-02-27,-36.0,9.0,2.0,-24.0,-26.0,6.0
2644723,Arunachal Pradesh,2021-02-28,-43.0,0.0,0.0,-29.0,-32.0,8.0
2644724,Arunachal Pradesh,2021-03-01,-36.0,0.0,4.0,-14.0,-18.0,6.0
2644725,Arunachal Pradesh,2021-03-02,-36.0,21.0,6.0,-6.0,-19.0,5.0
2644726,Arunachal Pradesh,2021-03-03,-31.0,20.0,9.0,-6.0,-15.0,4.0
2644727,Arunachal Pradesh,2021-03-04,-33.0,18.0,3.0,-11.0,-21.0,4.0
2644728,Arunachal Pradesh,2021-03-05,-36.0,8.0,2.0,-17.0,-14.0,7.0
2644729,Arunachal Pradesh,2021-03-06,-32.0,9.0,3.0,-16.0,-19.0,5.0
2644730,Arunachal Pradesh,2021-03-07,-28.0,12.0,11.0,-12.0,-27.0,3.0
2644731,Arunachal Pradesh,2021-03-08,-27.0,7.0,12.0,2.0,-17.0,3.0
2644732,Arunachal Pradesh,2021-03-09,-28.0,26.0,12.0,1.0,-16.0,4.0
2644733,Arunachal Pradesh,2021-03-10,-25.0,15.0,12.0,-5.0,-14.0,3.0
2644734,Arunachal Pradesh,2021-03-11,-26.0,10.0,3.0,-7.0,-22.0,4.0
2644735,Arunachal Pradesh,2021-03-12,-28.0,2.0,10.0,3.0,-11.0,3.0
2644736,Arunachal Pradesh,2021-03-13,-29.0,7.0,9.0,-23.0,-25.0,4.0
2644737,Arunachal Pradesh,2021-03-14,-32.0,-1.0,9.0,-32.0,-29.0,4.0
2644738,Arunachal Pradesh,2021-03-15,-31.0,1.0,11.0,-25.0,-14.0,3.0
2644739,Arunachal Pradesh,2021-03-16,-31.0,12.0,10.0,-21.0,-17.0,3.0
2644740,Arunachal Pradesh,2021-03-17,-32.0,12.0,10.0,-19.0,-12.0,3.0
2644741,Arunachal Pradesh,2021-03-18,-30.0,9.0,4.0,-20.0,-17.0,3.0
2644742,Arunachal Pradesh,2021-03-19,-30.0,14.0,10.0,-21.0,-8.0,2.0
2644743,Arunachal Pradesh,2021-03-20,-26.0,21.0,14.0,-27.0,-15.0,4.0
2644744,Arunachal Pradesh,2021-03-21,-29.0,7.0,16.0,-30.0,-24.0,2.0
2644745,Arunachal Pradesh,2021-03-22,-28.0,11.0,14.0,-21.0,-10.0,3.0
2644746,Arunachal Pradesh,2021-03-23,-28.0,23.0,15.0,-22.0,-12.0,3.0
2644747,Arunachal Pradesh,2021-03-24,-26.0,17.0,14.0,-20.0,-11.0,3.0
2644748,Arunachal Pradesh,2021-03-25,-28.0,14.0,7.0,-22.0,-18.0,3.0
2644749,Arunachal Pradesh,2021-03-26,-28.0,14.0,10.0,-27.0,-11.0,3.0
2644750,Arunachal Pradesh,2021-03-27,-32.0,13.0,14.0,-32.0,-21.0,4.0
2644751,Arunachal Pradesh,2021-03-28,-25.0,15.0,16.0,-22.0,-28.0,4.0
2644752,Arunachal Pradesh,2021-03-29,-47.0,-18.0,15.0,-43.0,-52.0,10.0
2644753,Arunachal Pradesh,2021-03-30,-27.0,16.0,10.0,-24.0,-16.0,4.0
2644754,Arunachal Pradesh,2021-03-31,-28.0,13.0,9.0,-19.0,-13.0,5.0
2644755,Arunachal Pradesh,2021-04-01,-28.0,18.0,9.0,-14.0,-18.0,5.0
2644756,Arunachal Pradesh,2021-04-02,-28.0,11.0,12.0,-23.0,-34.0,7.0
2644757,Arunachal Pradesh,2021-04-03,-24.0,23.0,17.0,-15.0,-15.0,4.0
2644758,Arunachal Pradesh,2021-04-04,-25.0,14.0,19.0,-22.0,-26.0,4.0
2644759,Arunachal Pradesh,2021-04-05,-27.0,5.0,16.0,-18.0,-20.0,-1.0
2644760,Arunachal Pradesh,2021-04-06,-28.0,16.0,16.0,-22.0,-16.0,1.0
2644761,Arunachal Pradesh,2021-04-07,-25.0,24.0,15.0,-17.0,-14.0,3.0
2644762,Arunachal Pradesh,2021-04-08,-26.0,20.0,5.0,-16.0,-17.0,4.0
2644763,Arunachal Pradesh,2021-04-09,-20.0,28.0,10.0,-25.0,-8.0,4.0
2644764,Arunachal Pradesh,2021-04-10,-24.0,22.0,14.0,-27.0,-23.0,6.0
2644765,Arunachal Pradesh,2021-04-11,-24.0,14.0,15.0,-33.0,-28.0,3.0
2644766,Arunachal Pradesh,2021-04-12,-21.0,18.0,16.0,-28.0,-13.0,3.0
2644767,Arunachal Pradesh,2021-04-13,-19.0,32.0,15.0,-19.0,-16.0,4.0
2644768,Arunachal Pradesh,2021-04-14,-25.0,16.0,13.0,-33.0,-41.0,6.0
2644769,Arunachal Pradesh,2021-04-15,-27.0,11.0,11.0,-34.0,-43.0,7.0
2644770,Arunachal Pradesh,2021-04-16,-20.0,20.0,9.0,-23.0,-14.0,4.0
2644771,Arunachal Pradesh,2021-04-17,-21.0,26.0,11.0,-22.0,-18.0,6.0
2644772,Arunachal Pradesh,2021-04-18,-20.0,16.0,12.0,-24.0,-28.0,7.0
2644773,Arunachal Pradesh,2021-04-19,-22.0,17.0,12.0,-30.0,-16.0,6.0
2644774,Arunachal Pradesh,2021-04-20,-24.0,38.0,10.0,-26.0,-17.0,7.0
2644775,Arunachal Pradesh,2021-04-21,-22.0,27.0,11.0,-17.0,-17.0,7.0
2644776,Arunachal Pradesh,2021-04-22,-24.0,19.0,7.0,-26.0,-20.0,7.0
2644777,Arunachal Pradesh,2021-04-23,-22.0,20.0,10.0,-27.0,-11.0,7.0
2644778,Arunachal Pradesh,2021-04-24,-27.0,19.0,12.0,-28.0,-23.0,7.0
2644779,Arunachal Pradesh,2021-04-25,-25.0,12.0,15.0,-29.0,-29.0,8.0
2644780,Arunachal Pradesh,2021-04-26,-26.0,7.0,14.0,-32.0,-19.0,7.0
2644781,Arunachal Pradesh,2021-04-27,-27.0,21.0,14.0,-25.0,-22.0,5.0
2644782,Arunachal Pradesh,2021-04-28,-30.0,21.0,11.0,-25.0,-22.0,6.0
2644783,Arunachal Pradesh,2021-04-29,-29.0,11.0,11.0,-22.0,-26.0,7.0
2644784,Arunachal Pradesh,2021-04-30,-29.0,16.0,12.0,-23.0,-19.0,8.0
2644785,Arunachal Pradesh,2021-05-01,-32.0,14.0,10.0,-29.0,-30.0,10.0
2644786,Arunachal Pradesh,2021-05-02,-35.0,-3.0,11.0,-34.0,-35.0,10.0
2644787,Arunachal Pradesh,2021-05-03,-31.0,6.0,14.0,-28.0,-24.0,9.0
2644788,Arunachal Pradesh,2021-05-04,-31.0,18.0,13.0,-27.0,-25.0,10.0
2644789,Arunachal Pradesh,2021-05-05,-34.0,9.0,5.0,-29.0,-28.0,11.0
2644790,Arunachal Pradesh,2021-05-06,-33.0,11.0,7.0,-29.0,-29.0,10.0
2644791,Arunachal Pradesh,2021-05-07,-35.0,7.0,5.0,-35.0,-24.0,12.0
2644792,Arunachal Pradesh,2021-05-08,-35.0,14.0,5.0,-29.0,-32.0,13.0
2644793,Arunachal Pradesh,2021-05-09,-33.0,-11.0,3.0,-30.0,-35.0,12.0
2644794,Arunachal Pradesh,2021-05-10,-66.0,-34.0,-20.0,-66.0,-48.0,22.0
2644795,Arunachal Pradesh,2021-05-11,-66.0,-19.0,-19.0,-64.0,-48.0,22.0
2644796,Arunachal Pradesh,2021-05-12,-65.0,-23.0,-20.0,-60.0,-49.0,22.0
2644797,Arunachal Pradesh,2021-05-13,-66.0,-26.0,-24.0,-64.0,-52.0,22.0
2644798,Arunachal Pradesh,2021-05-14,-68.0,-32.0,-22.0,-66.0,-56.0,26.0
2644799,Arunachal Pradesh,2021-05-15,-68.0,-29.0,-22.0,-65.0,-45.0,24.0
